date,cpi_us,cpi_goods,cpi_services,indpro,oil_price,gscpi,cpi_yoy,cpi_goods_yoy,cpi_services_yoy,indpro_yoy,oil_yoy
2011-04-01,224.093,183.488,264.465,93.7749,123.325714285714,1.6217734491819285,3.0772344447868694,5.529291325902674,1.4550853179474466,3.505332834432129,44.82266388492342
2011-05-01,224.806,184.504,264.86,93.888,114.929545454545,0.9408867062674933,3.4589718808964998,6.4239445799950445,1.5053730473839844,2.248891889831528,50.960135512418645
2011-06-01,224.806,184.09,265.284,94.172,114.370454545455,0.20141261471410749,3.5023181506360412,6.454093876677702,1.568219060600029,2.3688810428642126,51.99465996544752
2011-07-01,225.395,184.566,265.962,94.636,117.483333333333,0.288197447772428,3.5798809769996165,6.4449711922764275,1.696587324347587,2.484132372991299,56.23822505928986
2011-08-01,226.106,185.262,266.69,95.2749,110.354782608696,-0.09729013674334104,3.75499603070808,6.5771534093850725,1.8981973238780148,2.7992943499441703,43.519538512864095
2011-09-01,226.597,185.808,267.123,95.1961,111.962727272727,-0.5482791430221956,3.812621692818685,6.5516707477219605,2.0005040399566187,2.4123837996766095,43.65581113236565
2011-10-01,226.75,185.725,267.52,95.8568,110.429523809524,-0.3723012035290643,3.5222681306640524,5.683492946846713,2.077649527806913,3.4162150732061747,32.507099553742606
2011-11-01,227.169,186.239,267.829,95.8485,111.158636363636,0.14458156461272026,3.451432214581729,5.5196405604627685,2.0650889828893737,3.3174195787687877,29.554147550883748
2011-12-01,227.223,185.713,268.463,96.3571,108.347727272727,-0.03505853609248995,3.062066838419386,4.363634320138465,2.1809213155560947,2.859134467066693,17.820495076910614
2012-01-01,227.842,186.508,268.94,96.9318,111.415,0.3883079740825822,3.0087663379855023,4.226438291095036,2.1967707735627506,3.6910016324102957,14.917239685658101
2012-02-01,228.329,187.426,269.034,97.2435,119.165714285714,0.020878862742914846,2.8981784423473878,4.22572806085848,2.022366240552742,4.439148449901298,14.320250469561625
2012-03-01,228.807,187.863,269.562,96.74,124.703181818182,-0.35546591486302426,2.5828752813320977,3.3554499240773694,2.062745632567764,2.8286925428470555,8.51550004987256
2012-04-01,229.187,188.067,270.105,97.4359,120.47,-0.31865837840701994,2.2731633741348567,2.4955310429019884,2.1326073393454825,3.9040297563633697,-2.3155870632932563
