mmsi,length_m,width_m,draft_m,vessel_type,imo,n_obs,first_year,last_year
416464000,333.0,42.0,13.0,70.0,,2259,2019,2023
416465000,333.0,42.0,13.0,70.0,,2847,2018,2024
416466000,333.0,42.0,13.0,70.0,,3081,2020,2025
416467000,333.0,42.0,13.0,70.0,,2268,2019,2025
416468000,333.0,42.0,13.0,70.0,,4395,2018,2025
416475000,335.0,46.0,14.2,70.0,,4148,2015,2021
416481000,335.0,46.0,14.2,74.0,,4493,2015,2023
416482000,334.0,45.0,14.2,70.0,,3260,2017,2025
416490000,259.0,37.0,11.8,70.0,,1830,2018,2021
416491000,259.0,37.0,12.8,70.0,,1494,2018,2020
416495000,334.0,45.0,14.2,70.0,,3113,2017,2025
416497000,334.0,45.0,14.2,70.0,,2323,2017,2021
416498000,334.0,45.0,14.2,70.0,,1651,2018,2020
416509000,334.0,45.0,14.2,70.0,,3290,2016,2022
417222320,119.0,15.0,7.05,71.0,,105,2015,2015
417222323,118.0,15.0,7.0,70.0,,1078,2018,2019
417222333,161.0,25.0,9.9,70.0,,897,2016,2016
419000103,183.0,32.0,13.2,80.0,,1157,2019,2020
419000116,225.0,32.0,14.0,70.0,,467,2018,2018
419000160,175.0,29.0,7.7,70.0,,80,2024,2024
419000180,229.0,32.0,7.0,70.0,,663,2016,2024
419000182,229.0,32.0,14.4,70.0,,254,2019,2019
419000310,229.0,32.0,14.4,70.0,,570,2018,2018
419000311,229.0,32.0,14.4,70.0,,473,2018,2018
419000849,183.0,32.0,8.0,80.0,,172,2024,2024
419000958,180.0,32.0,12.62,80.0,,808,2015,2016
419001016,229.0,32.0,10.1,79.0,,165,2022,2022
419001087,183.0,32.0,8.0,80.0,,1301,2018,2024
419001163,229.0,,,70.0,,468,2018,2018
419001168,229.0,,,70.0,,526,2023,2023
419001223,243.0,42.0,15.0,80.0,,692,2018,2022
419001224,243.0,42.0,15.0,80.0,,251,2019,2022
419001244,274.0,48.0,17.1,80.0,,638,2017,2023
419001245,274.0,48.0,17.0,80.0,,417,2023,2023
419001262,179.0,28.0,10.2,70.0,,882,2018,2019
419001597,292.0,45.0,11.1,70.0,,388,2022,2022
419001755,228.0,32.0,11.7,89.0,,35,2023,2023
419001940,183.0,32.0,8.4,80.0,,481,2025,2025
419506000,244.0,42.0,14.8,80.0,,857,2016,2016
419594000,244.0,42.0,15.5,80.0,,462,2021,2021
419648000,225.0,32.0,13.9,70.0,,462,2015,2015
419672000,183.0,32.0,12.4,80.0,,397,2023,2023
419745000,228.0,32.0,12.2,80.0,,8,2022,2022
419765000,227.0,32.0,14.3,80.0,,184,2022,2022
419766000,228.0,32.0,14.3,80.0,,428,2020,2020
428000405,261.0,32.0,10.0,79.0,,445,2022,2023
428002000,294.0,32.0,13.5,70.0,,3343,2020,2025
428010000,294.0,32.0,13.5,70.0,,2245,2015,2018
428011000,294.0,32.0,13.5,70.0,,256,2015,2015
428041000,261.0,32.0,12.8,70.0,,2321,2018,2021
428042000,261.0,32.0,12.8,70.0,,2604,2018,2022
428046000,102.0,15.0,6.5,70.0,,170,2019,2019
428403000,260.0,32.0,10.8,71.0,,1008,2020,2022
428404000,260.0,32.0,10.6,71.0,,1184,2019,2023
428405000,261.0,32.0,10.6,71.0,,388,2019,2020
431003000,364.0,51.0,11.6,70.0,,2536,2022,2025
431009000,199.0,37.0,9.7,70.0,,315,2022,2022
431027000,304.0,40.0,12.8,79.0,,1523,2021,2025
431042000,335.0,46.0,10.5,70.0,,116,2025,2025
431058000,200.0,32.0,8.8,70.0,,863,2023,2025
431073000,364.0,51.0,11.9,70.0,,2551,2021,2024
431079000,199.0,32.0,10.3,70.0,,2150,2018,2025
431080000,364.0,51.0,12.4,70.0,,1054,2021,2025
431094000,228.0,32.0,14.4,70.0,,471,2019,2019
431113000,300.0,50.0,12.0,70.0,,298,2025,2025
431120000,302.0,43.0,13.0,70.0,,1486,2021,2025
431122000,292.0,45.0,9.1,70.0,,463,2023,2023
431132000,175.0,27.0,10.0,80.0,,417,2015,2019
431151000,291.0,45.0,18.2,70.0,,826,2019,2021
431156000,175.0,27.0,10.0,80.0,,3,2019,2019
431172000,199.0,32.0,8.1,70.0,,222,2024,2024
431174000,199.0,32.0,9.67,77.0,,160,2015,2015
431188000,199.0,32.0,10.9,70.0,,446,2025,2025
431190000,199.0,32.0,10.3,70.0,,692,2021,2023
431205000,200.0,32.0,9.8,70.0,,915,2017,2021
431221000,200.0,32.0,10.0,70.0,,313,2017,2023
431223000,199.0,32.0,9.6,70.0,,235,2020,2020
431224000,200.0,32.0,9.6,70.0,,649,2021,2025
431225000,316.0,46.0,11.7,71.0,,552,2025,2025
431228000,175.0,28.0,9.5,80.0,,931,2017,2025
431230000,230.0,36.0,11.6,80.0,,913,2016,2023
431241000,366.0,51.0,10.9,74.0,,269,2025,2025
431260000,366.0,51.0,13.4,73.0,,1875,2021,2025
431265000,178.0,32.0,8.82,70.0,,177,2015,2017
431296000,315.0,45.0,14.5,70.0,,5591,2016,2023
431305000,199.0,32.0,10.0,70.0,,143,2019,2019
431312000,198.0,32.0,9.9,70.0,,220,2017,2024
431314000,199.0,32.0,10.0,70.0,,777,2016,2022
431315000,316.0,45.0,14.5,70.0,,1241,2019,2025
431332000,316.0,46.0,13.5,71.0,,2233,2020,2025
431339000,175.0,29.0,7.6,70.0,,42,2022,2022
431349000,198.0,32.0,8.3,70.0,,874,2025,2025
431374000,292.0,,,70.0,,228,2022,2022
431451000,299.0,50.0,9.9,70.0,,458,2024,2024
431496000,316.0,45.0,14.5,70.0,,2235,2018,2020
431522000,302.0,42.0,12.1,71.0,,546,2025,2025
431527000,190.0,32.0,8.2,70.0,,84,2025,2025
431528000,302.0,43.0,12.7,71.0,,106,2025,2025
431534000,200.0,32.0,9.2,79.0,,449,2025,2025
431552000,364.0,51.0,12.3,70.0,,1947,2022,2025
431556000,199.0,32.0,9.2,70.0,,423,2022,2022
431557000,180.0,32.0,8.6,70.0,,96,2019,2019
431573000,199.0,32.0,8.8,70.0,,33,2025,2025
431585000,200.0,32.0,8.1,70.0,,696,2024,2025
431605000,200.0,32.0,8.2,70.0,,397,2024,2025
431637000,199.0,32.0,9.1,70.0,,448,2023,2023
431647000,199.0,32.0,9.1,70.0,,516,2022,2022
431648000,230.0,37.0,7.6,80.0,,428,2025,2025
431651000,199.0,38.0,8.8,70.0,,302,2021,2021
431653000,230.0,37.0,8.1,80.0,,349,2025,2025
431654000,364.0,51.0,14.6,70.0,,1199,2023,2025
431655000,364.0,51.0,13.8,70.0,,477,2023,2023
431667000,199.0,38.0,8.8,70.0,,565,2025,2025
431710000,333.0,46.0,13.5,70.0,,1698,2022,2025
431718000,199.0,32.0,8.7,70.0,,311,2024,2024
431740000,199.0,32.0,8.4,70.0,,1210,2023,2025
431766000,199.0,32.0,8.7,79.0,,505,2022,2022
431772000,364.0,51.0,12.9,71.0,,2092,2022,2025
431783000,200.0,32.0,9.0,70.0,,105,2025,2025
431792000,364.0,51.0,11.7,70.0,,2975,2022,2025
431816000,199.0,32.0,9.1,70.0,,301,2023,2023
431851000,199.0,38.0,8.7,70.0,,535,2022,2022
431857000,188.0,28.0,7.3,79.0,,55,2023,2023
431865000,300.0,50.0,12.0,70.0,,408,2024,2024
431868000,200.0,32.0,8.0,70.0,,785,2018,2022
431888000,364.0,51.0,11.7,70.0,,984,2024,2025
431929000,365.0,51.0,12.1,71.0,,3118,2021,2024
431981000,366.0,51.0,12.0,73.0,,3599,2021,2025
431986000,364.0,51.0,13.9,70.0,,1223,2021,2024
431989000,365.0,51.0,14.7,73.0,,643,2021,2022
432433000,199.0,32.0,9.6,70.0,,1477,2018,2025
432440000,200.0,32.0,9.6,70.0,,890,2016,2024
432624000,199.0,32.0,10.3,70.0,,282,2021,2021
432629000,199.0,32.0,9.8,70.0,,681,2021,2022
432633000,200.0,32.0,9.8,70.0,,1490,2015,2018
432651000,200.0,32.0,9.7,70.0,,1247,2015,2024
432665000,200.0,32.0,10.0,70.0,,1774,2015,2018
432666000,199.0,32.0,9.0,79.0,,1604,2016,2025
432669000,200.0,32.0,10.3,70.0,,591,2017,2021
432712000,200.0,32.0,9.5,70.0,,529,2025,2025
432716000,199.0,32.0,9.8,70.0,,1652,2016,2024
432722000,200.0,32.0,10.33,79.0,,246,2015,2015
432723000,200.0,32.0,9.0,70.0,,485,2025,2025
432729000,199.0,32.0,10.3,70.0,,461,2018,2018
432734000,199.0,32.0,10.3,70.0,,361,2021,2021
432783000,199.0,32.0,10.3,70.0,,521,2018,2018
432790000,199.0,32.0,10.3,70.0,,198,2019,2019
432803000,199.0,32.0,10.3,70.0,,673,2018,2023
432817000,199.0,32.0,9.7,70.0,,891,2021,2024
432824000,199.0,32.0,10.0,70.0,,1881,2015,2020
432839000,200.0,32.0,9.0,70.0,,548,2015,2024
432930000,199.0,32.0,10.0,70.0,,1291,2016,2025
432938000,235.0,38.0,13.96,70.0,,2,2015,2015
432959000,224.0,32.0,7.5,70.0,,473,2015,2015
432976000,228.0,32.0,14.4,70.0,,469,2020,2020
440009000,366.0,48.0,12.7,70.0,,1626,2022,2025
440023000,180.0,30.0,9.5,70.0,,475,2023,2023
440032000,169.0,40.0,7.0,79.0,,435,2024,2024
440049000,190.0,32.0,6.2,70.0,,457,2024,2024
440058000,199.0,32.0,10.0,70.0,,151,2022,2022
440086000,304.0,40.0,12.9,71.0,,3567,2017,2025
440111000,260.0,32.0,10.6,71.0,,239,2022,2022
440112000,170.0,27.0,10.0,70.0,,1088,2022,2023
440114000,229.0,32.0,8.7,70.0,,2014,2015,2025
440117000,330.0,48.0,11.2,70.0,,72,2023,2023
440122000,141.0,24.0,7.9,82.0,,251,2024,2024
440141000,304.0,40.0,13.2,70.0,,1391,2024,2025
440151000,304.0,40.0,12.7,71.0,,546,2024,2024
440161000,200.0,32.0,10.0,70.0,,924,2015,2025
440163000,185.0,31.0,8.8,70.0,,1105,2017,2017
440172000,139.0,22.0,9.2,80.0,,77,2022,2022
440176000,366.0,48.0,12.7,70.0,,1708,2024,2025
440177000,192.0,32.0,12.01,70.0,,493,2015,2015
440189000,304.0,40.0,13.0,70.0,,684,2023,2025
440209000,206.0,32.0,13.3,70.0,,506,2021,2022
440219000,199.0,32.0,7.0,70.0,,330,2022,2022
440220000,304.0,40.0,12.3,71.0,,931,2024,2025
440249000,200.0,36.0,10.0,70.0,,36,2024,2024
440252000,199.0,35.0,8.9,70.0,,223,2025,2025
440253000,175.0,32.0,8.0,70.0,,872,2024,2025
440258000,289.0,32.0,13.0,70.0,,904,2023,2024
440260000,199.0,35.0,8.8,70.0,,464,2025,2025
440272000,221.0,32.0,7.8,70.0,,173,2015,2015
440292000,200.0,32.0,8.9,70.0,,321,2023,2024
440323000,148.0,24.0,9.2,80.0,,259,2025,2025
440352000,189.0,30.0,9.0,70.0,,497,2024,2024
440371000,229.0,32.0,7.7,70.0,,111,2024,2024
440390000,366.0,51.0,15.1,70.0,,436,2025,2025
440495000,225.0,32.0,13.9,70.0,,132,2016,2016
440607000,193.0,28.0,10.0,70.0,,113,2025,2025
440737000,177.0,28.0,10.8,70.0,,1419,2020,2020
440797000,199.0,32.0,8.4,70.0,,131,2025,2025
440906000,200.0,32.0,9.6,70.0,,97,2025,2025
441076000,183.0,32.0,12.9,80.0,,1118,2019,2021
441101000,183.0,32.0,8.0,80.0,,202,2024,2024
441120000,232.0,32.0,8.6,70.0,,131,2023,2023
441151000,199.0,35.0,9.2,70.0,,930,2021,2023
441188000,200.0,32.0,8.6,70.0,,36,2024,2024
441190000,199.0,32.0,9.3,70.0,,80,2024,2024
441301000,190.0,32.0,9.7,70.0,,1,2025,2025
441302000,191.0,34.0,9.6,79.0,,980,2022,2023
441318000,182.0,32.0,11.8,80.0,,286,2021,2021
441398000,304.0,40.0,,70.0,,455,2019,2019
441439000,224.0,32.0,7.2,79.0,,459,2015,2015
441486000,366.0,48.0,11.5,70.0,,883,2021,2023
441553000,170.0,27.0,10.1,79.0,,186,2023,2023
441701000,304.0,40.0,13.0,70.0,,1141,2023,2025
441722000,199.0,32.0,10.0,70.0,,860,2018,2021
441754000,366.0,48.0,11.4,70.0,,859,2022,2025
441763000,177.0,28.0,10.22,70.0,,113,2015,2015
441823000,229.0,32.0,14.5,70.0,,39,2022,2022
441824000,229.0,32.0,14.5,70.0,,874,2022,2022
441945000,225.0,32.0,14.25,70.0,,328,2015,2016
441947000,228.0,32.0,10.0,70.0,,450,2018,2021
441981000,365.0,48.0,10.3,70.0,,714,2021,2022
447077000,306.0,40.0,14.5,73.0,,168,2015,2015
455376000,101.0,18.0,6.47,70.0,,472,2015,2015
463041101,225.0,32.0,14.2,70.0,,475,2017,2017
463042101,188.0,32.0,12.1,70.0,,296,2021,2021
466026000,306.0,40.0,14.5,72.0,,372,2015,2016
466210000,190.0,33.0,11.0,79.0,,454,2019,2019
466214000,228.0,37.0,6.8,70.0,,6,2022,2022
466217000,175.0,31.0,10.5,80.0,,744,2015,2018
466241000,243.0,42.0,14.9,80.0,,1564,2018,2020
466243000,243.0,42.0,14.9,80.0,,365,2020,2020
470659000,276.0,32.0,12.2,71.0,,594,2016,2016
470968000,306.0,40.0,14.5,70.0,,789,2015,2016
477001100,299.0,48.0,14.5,70.0,,1197,2021,2022
477001300,199.0,32.0,13.3,70.0,,1036,2016,2019
477001600,229.0,32.0,14.4,70.0,,33,2021,2021
477001700,261.0,32.0,11.0,70.0,,2588,2015,2023
477002200,368.0,51.0,12.5,71.0,,1319,2022,2023
477002400,333.0,60.0,20.3,80.0,,454,2024,2024
477002800,180.0,32.0,8.8,70.0,,949,2023,2024
477003800,179.0,28.0,10.2,70.0,,275,2019,2023
477004400,292.0,32.0,13.03,79.0,,295,2015,2015
477004500,292.0,32.0,13.0,70.0,,1140,2015,2017
477004700,261.0,32.0,11.0,70.0,,889,2017,2023
477004800,292.0,32.0,13.52,79.0,,236,2015,2015
477006500,368.0,51.0,12.5,70.0,,525,2024,2025
477007300,243.0,40.0,11.7,70.0,,978,2017,2024
477009000,183.0,32.0,12.15,82.0,,681,2015,2016
477010100,247.0,44.0,11.6,80.0,,475,2023,2023
477010800,175.0,29.0,9.6,70.0,,525,2019,2021
477013700,169.0,27.0,9.78,70.0,,1127,2015,2016
477013900,332.0,60.0,17.7,80.0,,287,2024,2024
477014400,260.0,32.0,12.63,71.0,,742,2015,2015
477014500,260.0,32.0,12.6,70.0,,1120,2015,2017
477014600,259.0,32.0,12.6,70.0,,1194,2015,2022
477014700,259.0,32.0,12.6,70.0,,480,2016,2020
477014800,260.0,32.0,12.6,70.0,,605,2016,2017
477014900,260.0,32.0,12.6,70.0,,84,2022,2022
477018000,199.0,30.0,11.8,70.0,,656,2017,2022
477019400,190.0,29.0,7.3,70.0,,537,2025,2025
477020200,260.0,32.0,12.6,70.0,,2903,2015,2024
477020300,333.0,42.0,14.5,70.0,,85,2019,2019
477020400,334.0,43.0,14.5,70.0,,1339,2016,2018
477020700,260.0,32.0,12.6,70.0,,829,2021,2021
477021500,237.0,44.0,9.9,80.0,,55,2022,2022
477021600,183.0,32.0,11.8,80.0,,804,2021,2024
477021700,200.0,32.0,8.5,70.0,,376,2022,2022
477023200,199.0,33.0,11.8,70.0,,529,2023,2024
477023400,,,12.7,70.0,,823,2019,2024
477023600,190.0,32.0,6.7,70.0,,1084,2018,2024
477023800,237.0,44.0,14.5,80.0,,430,2024,2025
477024700,229.0,32.0,14.4,70.0,,498,2022,2022
477025400,367.0,51.0,14.3,70.0,,225,2025,2025
477027300,200.0,33.0,10.0,70.0,,360,2024,2024
477027400,199.0,,,70.0,,121,2018,2018
477027500,182.0,,6.6,70.0,,835,2018,2025
477027700,226.0,,,80.0,,1169,2019,2023
477030700,366.0,52.0,13.2,71.0,,476,2024,2024
477035100,,,,70.0,,23,2022,2022
477035200,,,11.1,70.0,,368,2023,2024
477035400,199.0,32.0,12.3,70.0,,466,2025,2025
477035500,199.0,32.0,11.2,70.0,,251,2025,2025
477036200,183.0,32.0,12.2,80.0,,1183,2016,2018
477040800,200.0,28.0,11.0,79.0,,780,2015,2018
477043400,200.0,33.0,8.9,70.0,,296,2021,2021
477043500,,,,80.0,,806,2018,2018
477043600,,,,80.0,,183,2021,2021
477044300,243.0,40.0,8.5,70.0,,300,2024,2024
477046100,225.0,32.0,14.0,70.0,,425,2021,2021
477046800,175.0,29.0,9.6,70.0,,625,2019,2024
477047700,183.0,32.0,8.2,80.0,,53,2015,2015
477047800,183.0,32.0,12.2,80.0,,445,2021,2021
477047900,183.0,32.0,12.2,80.0,,460,2023,2024
477048000,169.0,27.0,9.78,70.0,,1301,2015,2018
477050200,180.0,30.0,10.5,70.0,,945,2016,2021
477050400,228.0,32.0,14.6,70.0,,527,2020,2020
477050500,299.0,48.0,14.5,70.0,,896,2019,2020
477050700,199.0,32.0,13.3,70.0,,2173,2015,2022
477050800,229.0,32.0,14.5,70.0,,97,2019,2019
477050900,228.0,32.0,14.4,70.0,,174,2019,2019
477054000,189.0,32.0,12.0,70.0,,2973,2015,2022
477056400,348.0,46.0,14.5,71.0,,2486,2016,2024
477057400,200.0,33.0,12.3,70.0,,463,2025,2025
477057500,,,,70.0,,160,2020,2020
477058200,199.0,30.0,11.8,79.0,,533,2015,2019
477058300,183.0,32.0,12.2,80.0,,367,2021,2021
477058400,183.0,32.0,13.17,81.0,,514,2015,2015
477065200,366.0,48.0,15.5,70.0,,1870,2015,2021
477066200,179.0,29.0,10.5,70.0,,476,2021,2021
477066500,294.0,32.0,13.52,70.0,,569,2015,2015
477067800,334.0,42.0,14.7,70.0,,1494,2018,2024
477067900,334.0,42.0,14.7,70.0,,2859,2018,2025
477069000,170.0,27.0,9.99,70.0,,1115,2015,2016
477070400,190.0,32.0,12.6,70.0,,937,2017,2023
477070800,260.0,32.0,12.6,70.0,,639,2020,2021
477071300,183.0,32.0,13.2,80.0,,1444,2017,2020
477071500,183.0,32.0,12.2,80.0,,496,2017,2018
477071600,190.0,32.0,12.57,70.0,,473,2015,2015
477071700,209.0,30.0,10.1,71.0,,428,2025,2025
477071800,179.0,28.0,10.2,70.0,,1512,2017,2020
477076300,260.0,32.0,12.7,71.0,,1128,2016,2016
477076400,189.0,32.0,11.6,70.0,,322,2018,2018
477077700,261.0,32.0,11.0,70.0,,503,2015,2015
477077800,249.0,32.0,12.6,70.0,,2219,2015,2021
477078100,200.0,32.0,12.0,70.0,,633,2024,2024
477078900,199.0,,7.6,70.0,,230,2024,2024
477080300,188.0,31.0,12.05,70.0,,1435,2015,2017
477082000,170.0,27.0,10.0,70.0,,858,2015,2018
477083800,249.0,37.0,11.2,71.0,,430,2022,2022
477085400,179.0,30.0,7.2,70.0,,413,2024,2024
477088000,170.0,27.0,10.0,70.0,,587,2016,2016
477090000,190.0,32.0,11.8,70.0,,768,2020,2024
477091300,225.0,32.0,14.2,70.0,,941,2015,2021
477095600,333.0,60.0,20.8,80.0,,423,2024,2024
477096100,225.0,32.0,14.5,70.0,,154,2022,2022
477096300,368.0,51.0,14.4,71.0,,912,2021,2021
477096500,,,,70.0,,17,2019,2019
477096700,110.0,20.0,5.9,89.0,,220,2023,2025
477096900,175.0,29.0,9.6,70.0,,1150,2019,2024
477097400,260.0,32.0,12.73,71.0,,1596,2015,2017
477098400,180.0,30.0,10.1,70.0,,579,2016,2017
477099600,225.0,36.0,12.6,80.0,,248,2021,2021
477100300,,,,74.0,,888,2021,2022
477100500,230.0,36.0,8.0,80.0,,350,2021,2021
477100700,183.0,32.0,8.4,80.0,,756,2023,2025
477102200,199.0,30.0,11.8,70.0,,1550,2017,2020
477105200,199.0,31.0,11.8,70.0,,845,2015,2024
477105300,260.0,32.0,12.7,71.0,,1104,2016,2017
477105600,322.0,42.0,14.5,70.0,,5480,2017,2024
477106800,260.0,32.0,12.7,71.0,,1067,2015,2025
477107100,180.0,28.0,10.15,70.0,,1340,2015,2017
477107200,348.0,45.0,14.5,70.0,,4266,2015,2023
477107300,243.0,42.0,15.6,80.0,,1120,2019,2021
477107400,184.0,30.0,7.7,80.0,,350,2016,2016
477108100,366.0,48.0,15.5,70.0,,2593,2016,2024
477108800,177.0,28.0,10.0,70.0,,892,2018,2020
477110300,183.0,32.0,12.2,80.0,,910,2022,2025
477110400,183.0,32.0,13.2,80.0,,1236,2017,2021
477110500,183.0,32.0,12.2,80.0,,1170,2015,2024
477110600,183.0,32.0,12.2,80.0,,1462,2016,2023
477110700,183.0,32.0,12.2,80.0,,363,2021,2021
477111800,208.0,30.0,9.8,71.0,,401,2025,2025
477112700,229.0,32.0,7.5,79.0,,466,2022,2022
477112900,220.0,36.0,8.1,80.0,,686,2022,2025
477114300,180.0,28.0,10.2,70.0,,2040,2016,2022
477116400,367.0,51.0,14.0,70.0,,451,2025,2025
477116500,366.0,51.0,14.8,71.0,,463,2025,2025
477117300,224.0,32.0,14.3,70.0,,578,2019,2022
477117400,335.0,48.0,15.0,70.0,,274,2022,2022
477117800,177.0,30.0,10.4,80.0,,220,2018,2018
477117900,334.0,48.0,15.0,70.0,,2906,2018,2025
477121800,189.0,32.0,12.8,70.0,,557,2019,2019
477123800,230.0,32.0,7.6,70.0,,473,2025,2025
477124900,367.0,42.0,13.8,70.0,,884,2025,2025
477125800,175.0,29.0,9.6,70.0,,32,2020,2020
477127400,182.0,30.0,11.6,70.0,,313,2020,2020
477127700,291.0,45.0,18.2,70.0,,442,2023,2023
477127900,336.0,48.0,15.2,70.0,,1376,2018,2020
477128700,366.0,51.0,13.8,70.0,,477,2025,2025
477128800,367.0,51.0,14.9,70.0,,892,2025,2025
477129100,183.0,32.0,8.5,80.0,,2073,2018,2025
477129200,227.0,32.0,14.4,70.0,,133,2018,2018
477129300,368.0,51.0,14.9,74.0,,677,2021,2021
477129700,226.0,,,80.0,,776,2020,2020
477129800,226.0,37.0,7.9,80.0,,456,2023,2023
477131400,190.0,32.0,12.8,70.0,,1440,2018,2025
477131500,190.0,32.0,10.8,70.0,,479,2021,2021
477131800,199.0,32.0,10.6,70.0,,446,2021,2021
477131900,183.0,32.0,10.6,89.0,,715,2021,2024
477133100,169.0,27.0,9.8,70.0,,323,2018,2018
477133200,154.0,26.0,9.9,70.0,,212,2019,2019
477133300,189.0,32.0,12.6,70.0,,985,2017,2018
477133400,199.0,32.0,13.0,70.0,,35,2022,2022
477133700,294.0,32.0,13.6,70.0,,3609,2015,2022
477133800,177.0,28.0,10.0,70.0,,472,2020,2020
477133900,225.0,32.0,14.2,70.0,,360,2020,2020
477135600,366.0,48.0,15.5,70.0,,2752,2018,2024
477136800,348.0,45.0,14.5,70.0,,2759,2018,2025
477137300,189.0,28.0,8.8,70.0,,846,2020,2024
477137600,225.0,36.0,8.0,80.0,,607,2022,2024
477137800,182.0,,,70.0,,653,2020,2022
477138500,183.0,32.0,11.3,80.0,,361,2025,2025
477139500,199.0,32.0,7.6,70.0,,427,2023,2023
477139900,366.0,52.0,14.0,71.0,,272,2021,2021
477140100,367.0,51.0,14.6,70.0,,824,2025,2025
477141200,209.0,30.0,8.8,79.0,,153,2025,2025
477141400,170.0,28.0,9.3,79.0,,3977,2015,2016
477141500,183.0,32.0,13.2,80.0,,968,2015,2020
477141600,183.0,32.0,12.2,80.0,,216,2020,2020
477141700,233.0,44.0,12.2,70.0,,1224,2020,2024
477142400,160.0,25.0,9.0,80.0,,1141,2024,2025
477142500,159.0,27.0,7.8,80.0,,243,2025,2025
477142900,189.0,32.0,8.0,70.0,,500,2022,2022
477143900,179.0,28.0,10.2,70.0,,739,2016,2022
477144200,124.0,21.0,9.2,70.0,,447,2019,2019
477144300,242.0,42.0,15.3,80.0,,494,2023,2024
477144900,183.0,32.0,7.0,80.0,,767,2015,2016
477145900,366.0,51.0,15.0,70.0,,469,2025,2025
477147300,180.0,30.0,9.2,70.0,,372,2022,2022
477147400,180.0,30.0,9.7,70.0,,311,2022,2022
477147800,200.0,32.0,9.8,70.0,,461,2024,2024
477148700,366.0,52.0,13.3,71.0,,3092,2021,2024
477150200,183.0,32.0,10.2,80.0,,1055,2021,2025
477150300,199.0,32.0,7.5,73.0,,60,2023,2023
477150800,200.0,32.0,11.5,70.0,,466,2022,2022
477151400,225.0,32.0,6.9,70.0,,941,2021,2025
477151500,199.0,32.0,9.0,70.0,,468,2021,2021
477151900,180.0,32.0,9.0,70.0,,548,2021,2023
477153100,229.0,32.0,7.1,70.0,,946,2022,2022
477153200,180.0,30.0,7.4,70.0,,397,2022,2022
477153500,160.0,25.0,10.3,80.0,,571,2024,2024
477156100,366.0,51.0,11.8,70.0,,442,2025,2025
477157100,156.0,23.0,6.9,80.0,,425,2022,2022
477157700,337.0,48.0,10.3,72.0,,461,2025,2025
477157900,147.0,23.0,7.1,70.0,,1037,2021,2023
477158100,288.0,45.0,17.9,70.0,,425,2018,2018
477159100,336.0,48.0,13.1,71.0,,1013,2023,2024
477159300,180.0,32.0,11.0,89.0,,313,2022,2022
477159500,333.0,60.0,17.8,80.0,,373,2024,2024
477160100,199.0,27.0,11.0,70.0,,2143,2021,2025
477162100,200.0,33.0,7.2,70.0,,455,2025,2025
477163100,183.0,32.0,12.2,80.0,,1011,2017,2023
477163800,183.0,32.0,12.2,80.0,,1484,2015,2021
477163900,185.0,31.0,10.5,80.0,,1357,2017,2021
477166300,336.0,48.0,12.4,71.0,,272,2023,2024
477166600,366.0,52.0,13.3,71.0,,1904,2021,2025
477167100,225.0,32.0,14.2,70.0,,107,2017,2017
477167500,189.0,30.0,10.3,70.0,,462,2017,2017
477168400,366.0,48.0,14.6,71.0,,1694,2023,2025
477168600,180.0,28.0,9.1,70.0,,2164,2021,2023
477170400,210.0,30.0,11.5,70.0,,738,2021,2021
477170500,225.0,32.0,14.17,70.0,,459,2015,2015
477170700,242.0,42.0,15.4,80.0,,1304,2020,2022
477170800,243.0,42.0,15.3,80.0,,690,2021,2023
477171000,196.0,29.0,10.07,82.0,,129,2015,2015
477172300,180.0,30.0,7.3,70.0,,971,2022,2023
477173600,146.0,24.0,9.7,89.0,,205,2017,2017
477174900,249.0,37.0,10.0,70.0,,447,2025,2025
477176300,190.0,32.0,6.3,70.0,,887,2023,2024
477176800,175.0,29.0,8.5,70.0,,905,2021,2022
477176900,156.0,23.0,6.9,80.0,,459,2021,2022
477177100,259.0,32.0,12.6,70.0,,438,2018,2018
477177400,179.0,28.0,10.2,70.0,,552,2015,2018
477177900,233.0,44.0,8.5,70.0,,1356,2023,2024
477178200,332.0,43.0,12.1,71.0,,2033,2018,2025
477178300,292.0,32.0,13.5,70.0,,1612,2016,2019
477178400,332.0,43.0,11.2,79.0,,45,2025,2025
477178900,223.0,32.0,10.8,70.0,,499,2019,2020
477179000,186.0,31.0,11.78,70.0,,479,2015,2015
477181100,179.0,,,70.0,,128,2022,2022
477181200,337.0,48.0,15.5,70.0,,462,2018,2018
477181800,172.0,,,70.0,,233,2022,2022
477182200,366.0,48.0,13.1,70.0,,1880,2021,2025
477182300,366.0,48.0,12.5,74.0,,3361,2019,2025
477182400,335.0,43.0,14.7,70.0,,4798,2015,2019
477182600,229.0,32.0,14.5,70.0,,81,2020,2020
477183100,180.0,30.0,10.3,70.0,,471,2021,2021
477183200,199.0,32.0,10.8,70.0,,402,2023,2023
477183400,200.0,32.0,11.3,79.0,,929,2021,2024
477183500,179.0,32.0,9.2,70.0,,949,2024,2024
477183600,199.0,32.0,11.5,70.0,,289,2023,2023
477183900,366.0,48.0,13.7,71.0,,2408,2021,2025
477185100,177.0,28.0,10.0,70.0,,1033,2018,2018
477185200,182.0,32.0,12.6,80.0,,106,2018,2018
477185600,183.0,32.0,13.15,80.0,,480,2015,2015
477185800,183.0,32.0,12.2,80.0,,846,2017,2023
477185900,183.0,32.0,12.2,80.0,,1242,2016,2021
