Port,YearMonth,UniqueVessels,MeanDwellDays,MedianDwellDays,StdDwellDays,MinDwellDays,MaxDwellDays,TotalObservations,AvgVesselLength,PortName,days_ok,days_total
LA_Long_Beach,2015-06,238,4.70243614807034,2.685954861111111,6.1875754307548,0.025439814814814814,29.998599537037038,477737,244.17575630252102,LA_Long_Beach,30,30
NY_NJ,2015-06,238,2.7565842864923744,1.209045138888889,4.803511595584539,0.0038310185185185183,29.230185185185185,76838,235.00974789915966,NY_NJ,30,30
Savannah,2015-06,154,1.3903223454785953,0.9818287037037037,1.8968237201655604,0.03295138888888889,11.856574074074073,113643,253.29545454545453,Savannah,30,30
Seattle,2015-06,107,3.9045637547594323,1.8886921296296297,6.554787756023753,0.0007060185185185185,29.999328703703704,67752,237.1821495327103,Seattle,30,30
Houston,2015-07,334,4.625818848414283,2.160972222222222,6.291812314635907,0.01005787037037037,28.83505787037037,87168,188.45778443113772,Houston,31,31
LA_Long_Beach,2015-07,244,5.345124041818457,3.017297453703704,7.179822222256028,0.014456018518518519,30.99917824074074,501059,252.9234836065574,LA_Long_Beach,31,31
NY_NJ,2015-07,245,3.156877739984883,1.169699074074074,5.887656902897583,0.011817129629629629,30.399768518518517,82225,239.60061224489797,NY_NJ,31,31
Savannah,2015-07,162,1.9592834790809328,0.8556770833333334,4.369014771930421,0.08912037037037036,28.528807870370372,107887,258.056975308642,Savannah,31,31
Seattle,2015-07,95,4.037801900584795,1.64,7.069070888758928,0.0021643518518518518,30.99716435185185,57667,247.97115789473682,Seattle,31,31
Houston,2015-08,358,4.658898167546038,2.1728819444444443,6.49826324314747,0.0007060185185185185,30.998645833333335,83588,185.21969273743017,Houston,31,31
LA_Long_Beach,2015-08,239,4.6581472280334735,2.803298611111111,6.023105019040859,0.09331018518518519,30.997916666666665,443757,254.32117154811715,LA_Long_Beach,31,31
NY_NJ,2015-08,240,3.098458670910494,1.095787037037037,6.140932815472896,0.001574074074074074,30.069375,73720,234.6219583333333,NY_NJ,31,31
Savannah,2015-08,164,1.4594385162601626,0.8682523148148148,2.391497014318178,0.11018518518518519,21.587233796296296,111062,251.07146341463417,Savannah,31,31
Seattle,2015-08,108,3.9147778420781894,1.9106655092592593,6.501920455758155,0.008263888888888888,30.998692129629628,67468,246.7476851851852,Seattle,31,31
Houston,2015-09,342,4.092014396523717,1.9566724537037037,5.773436488037223,0.004548611111111111,28.24483796296296,72893,185.98415204678363,Houston,30,30
LA_Long_Beach,2015-09,219,4.868091651868763,2.9920138888888888,6.733895661197873,0.022581018518518518,29.99931712962963,410144,253.73520547945208,LA_Long_Beach,30,30
NY_NJ,2015-09,237,2.996557909438975,1.0504050925925925,5.7663873849053235,0.0,29.41292824074074,84166,234.5157383966245,NY_NJ,30,30
Savannah,2015-09,158,1.2632159077590248,0.8369560185185185,2.092894219524104,0.020833333333333332,21.637002314814815,98832,262.13696202531645,Savannah,30,30
Seattle,2015-09,87,4.180211659216688,1.908275462962963,6.605592053824087,0.006666666666666667,29.999548611111113,109318,250.80241379310345,Seattle,30,30
Houston,2015-10,279,4.129615317602549,1.6700231481481482,6.305897934513135,0.0007986111111111112,28.43728009259259,64142,186.21935483870968,Houston,31,31
LA_Long_Beach,2015-10,210,5.254442680776013,2.7534722222222223,7.390672151004595,0.0431712962962963,30.998622685185186,414469,253.20519047619047,LA_Long_Beach,31,31
NY_NJ,2015-10,254,2.725979376275882,1.1424074074074073,5.309045356207467,0.0020717592592592593,30.063622685185184,94416,233.25366141732283,NY_NJ,31,31
Savannah,2015-10,163,1.4839136701885935,0.8341666666666666,2.77083375698631,0.03346064814814815,21.647719907407406,101622,258.78,Savannah,31,31
