MMSI,Port,YearMonth,anchor_hours,berth_hours,manoeuvre_hours,transit_hours,unknown_hoteling_hours,total_mode_hours
563070500,Houston,2023-08,0.0,2.0425,0.1113888888888889,6.074722222222222,0.0,8.22861111111111
563074700,Houston,2023-08,0.0,0.0,0.0,3.5275,0.0,3.5275
563077200,Houston,2023-08,0.0,73.82833333333333,0.2269444444444444,6.783055555555555,0.0,80.83833333333332
563077800,Houston,2023-08,0.0,70.42,0.6911111111111111,0.6977777777777777,0.0194444444444444,71.82833333333333
563089800,Houston,2023-08,0.0,0.0,0.0,3.5733333333333333,0.0,3.5733333333333333
563093400,Houston,2023-08,0.0,18.80027777777778,0.1583333333333333,6.775277777777777,0.0,25.73388888888889
563096600,Houston,2023-08,0.0,0.0,0.0,0.8913888888888889,0.0,0.8913888888888889
563097700,Houston,2023-08,0.0,0.0,0.0,3.5694444444444446,0.0,3.5694444444444446
563101100,Houston,2023-08,0.0,0.0,0.0,3.613611111111111,0.0,3.613611111111111
563144300,Houston,2023-08,0.0,0.0,0.0,3.616944444444445,0.0,3.616944444444445
563146500,Houston,2023-08,0.0,43.26305555555555,0.2580555555555555,1.0366666666666666,0.0,44.55777777777778
563155400,Houston,2023-08,0.0,23.67555555555556,0.1980555555555555,1.0063888888888888,0.0,24.880000000000003
563159900,Houston,2023-08,0.0,0.0,0.0,0.9441666666666668,0.0,0.9441666666666668
563188600,Houston,2023-08,0.0,0.0,0.0,9.14111111111111,0.0,9.14111111111111
563343000,Houston,2023-08,0.0,0.0,0.0,3.783888888888889,0.0,3.783888888888889
563759000,Houston,2023-08,0.0,39.01638888888889,0.4055555555555555,7.208055555555555,0.0194444444444444,46.64944444444445
563868000,Houston,2023-08,0.0,0.0,0.0,3.6302777777777777,0.0,3.6302777777777777
564229000,Houston,2023-08,0.0,0.0,0.0,9.422222222222222,0.0,9.422222222222222
564329000,Houston,2023-08,0.0,0.0,0.0,3.789444444444445,0.0,3.789444444444445
564881000,Houston,2023-08,0.0,0.0,0.0,3.4919444444444445,0.0,3.4919444444444445
564912000,Houston,2023-08,0.0,0.0,0.0,16.028055555555554,0.0,16.028055555555554
564977000,Houston,2023-08,0.0,0.0,0.0,0.7772222222222223,0.0,0.7772222222222223
565113000,Houston,2023-08,0.0,0.0,0.0,0.9611111111111112,0.0,0.9611111111111112
565516000,Houston,2023-08,0.0,0.0,0.0,6.094166666666666,0.0,6.094166666666666
566207000,Houston,2023-08,0.0,0.0,0.0,3.6225,0.0,3.6225
566245000,Houston,2023-08,0.0,0.0,0.0,3.533055555555556,0.0,3.533055555555556
566393000,Houston,2023-08,0.0,0.0,0.0,3.9305555555555554,0.0,3.9305555555555554
566555000,Houston,2023-08,0.0,0.0,0.0,3.6641666666666666,0.0,3.6641666666666666
566644000,Houston,2023-08,0.0,0.0,0.0,9.504722222222222,0.0,9.504722222222222
566690000,Houston,2023-08,0.0,0.0,0.0,17.80361111111111,0.0,17.80361111111111
566821000,Houston,2023-08,0.0,0.0,0.0,3.733055555555556,0.0,3.733055555555556
567053000,Houston,2023-08,0.0,0.0,0.0,3.713888888888889,0.0,3.713888888888889
636011212,Houston,2023-08,0.0,0.0,0.0,3.581111111111111,0.0,3.581111111111111
636011289,Houston,2023-08,0.0,13.528055555555556,0.1713888888888889,0.9163888888888888,0.0,14.615833333333333
636013239,Houston,2023-08,0.0,0.0,0.0,6.436111111111111,0.0,6.436111111111111
636013815,Houston,2023-08,0.0,0.0,0.0,3.631111111111111,0.0,3.631111111111111
636014069,Houston,2023-08,0.0,0.0,0.0,3.8027777777777776,0.0,3.8027777777777776
636014077,Houston,2023-08,0.0,0.0,0.0,3.4138888888888888,0.0,3.4138888888888888
636014500,Houston,2023-08,0.0,0.0,0.0,3.7833333333333337,0.0,3.7833333333333337
636014814,Houston,2023-08,0.0,0.0,0.0,12.174444444444443,0.0,12.174444444444443
636014974,Houston,2023-08,0.0,0.0,0.0,0.7608333333333334,0.0,0.7608333333333334
636015161,Houston,2023-08,0.0,54.551944444444445,0.3375,1.3747222222222222,0.0,56.26416666666667
636015411,Houston,2023-08,0.0,0.0,0.0,0.8086111111111111,0.0,0.8086111111111111
636015596,Houston,2023-08,0.0,0.0,0.0,3.325,0.0,3.325
636015834,Houston,2023-08,0.0,35.36972222222222,0.3558333333333333,1.2886111111111112,0.0197222222222222,37.03388888888889
636016109,Houston,2023-08,0.0,54.465555555555554,0.2747222222222222,6.544444444444444,0.0,61.28472222222222
636016127,Houston,2023-08,0.0,0.0,0.0,3.9361111111111113,0.0,3.9361111111111113
636016205,Houston,2023-08,0.0,0.0,0.0,3.3777777777777778,0.0,3.3777777777777778
636016315,Houston,2023-08,0.0,0.0,0.0,3.430277777777777,0.0,3.430277777777777
636016364,Houston,2023-08,0.0,0.0,0.0,3.303333333333333,0.0,3.303333333333333
636016396,Houston,2023-08,0.0,27.43277777777778,0.4025,0.9466666666666668,0.0,28.781944444444445
636016398,Houston,2023-08,0.0,24.540000000000003,0.2886111111111111,0.9305555555555556,0.0,25.759166666666676
636016672,Houston,2023-08,0.0,52.96694444444445,0.9141666666666668,0.7608333333333334,0.0,54.64194444444444
636016725,Houston,2023-08,0.0,0.0,0.0,3.644722222222222,0.0,3.644722222222222
636016726,Houston,2023-08,0.0,0.0,0.0,3.672222222222222,0.0,3.672222222222222
636016853,Houston,2023-08,0.0,42.821666666666665,0.3355555555555555,0.9977777777777778,0.0,44.155
636016946,Houston,2023-08,0.0,0.0,0.0,3.633611111111111,0.0,3.633611111111111
636016949,Houston,2023-08,0.0,0.0,0.0,9.559166666666666,0.0,9.559166666666666
636017052,Houston,2023-08,0.0,0.0,0.0,9.295,0.0,9.295
636017060,Houston,2023-08,0.0,0.0,0.0,3.889166666666666,0.0,3.889166666666666
636017142,Houston,2023-08,0.0,0.0,0.0,3.7047222222222222,0.0,3.7047222222222222
636017331,Houston,2023-08,0.0,0.0,0.0,3.3975,0.0,3.3975
636017335,Houston,2023-08,0.0,0.0,0.0,8.882777777777777,0.0,8.882777777777777
636017411,Houston,2023-08,0.0,43.34805555555556,0.3086111111111111,1.0697222222222222,0.0,44.7263888888889
636017539,Houston,2023-08,0.0,0.0,0.0,3.416666666666667,0.0,3.416666666666667
636017683,Houston,2023-08,0.0,52.90222222222222,0.6133333333333333,3.6625,0.0,57.17805555555555
636017711,Houston,2023-08,0.0,3.6666666666666665,0.415,0.9838888888888888,0.0,5.065555555555555
636017832,Houston,2023-08,0.0,0.0,0.0,14.80861111111111,0.0,14.80861111111111
636017838,Houston,2023-08,0.0,0.0,0.0,9.082777777777778,0.0,9.082777777777778
636017858,Houston,2023-08,0.0,0.0,0.0,3.8247222222222224,0.0,3.8247222222222224
636017896,Houston,2023-08,0.0,0.0,0.0,9.088333333333331,0.0,9.088333333333331
636017903,Houston,2023-08,0.0,0.0,0.0,3.591666666666667,0.0,3.591666666666667
636017982,Houston,2023-08,0.0,0.0,0.0,3.4947222222222223,0.0,3.4947222222222223
636018091,Houston,2023-08,0.0,0.0,0.0,3.619166666666666,0.0,3.619166666666666
636018113,Houston,2023-08,0.0,0.0,0.0,3.778333333333333,0.0,3.778333333333333
636018135,Houston,2023-08,0.0,0.0,0.0,0.7936111111111112,0.0,0.7936111111111112
636018225,Houston,2023-08,0.0,32.291666666666664,0.5644444444444444,0.625,0.0,33.48111111111111
636018566,Houston,2023-08,0.0,0.0,0.0,3.491388888888889,0.0,3.491388888888889
636018568,Houston,2023-08,0.0,0.0,0.0,3.5172222222222222,0.0,3.5172222222222222
636018579,Houston,2023-08,0.0,0.0,0.0,3.758333333333333,0.0,3.758333333333333
636018612,Houston,2023-08,0.0,0.0,0.0,9.13861111111111,0.0,9.13861111111111
636018640,Houston,2023-08,0.0,0.0,0.0,3.599166666666666,0.0,3.599166666666666
636018727,Houston,2023-08,0.0,0.0,0.0,9.158333333333331,0.0,9.158333333333331
